author,word,character,digit,colon,semicolon,qmark,period,comma,exclamation,@,#
7984,14,80,0,0,0,0,0,2,1,0,0
9406,15,93,0,0,0,0,0,0,0,0,0
7986,10,56,0,0,0,0,0,1,0,0,0
9404,8,45,0,0,0,0,0,0,0,0,0
7988,13,75,0,0,0,0,1,0,0,0,0
7989,18,105,1,0,0,0,0,1,0,0,0
9409,10,62,0,0,0,0,0,1,0,0,0
9408,10,48,0,0,0,0,0,1,0,0,0
3782,12,81,1,0,0,0,0,0,1,0,0
7324,16,88,0,0,0,0,0,1,0,0,0
7326,13,79,0,0,0,0,0,0,0,0,0
7327,7,34,0,0,0,0,0,0,0,0,0
7320,14,83,0,0,0,0,0,1,0,0,0
7321,20,113,1,0,0,0,0,1,0,1,1
7323,16,92,0,0,0,0,0,0,0,1,0
7328,14,83,1,0,0,0,0,0,1,0,0
7329,17,98,1,0,0,0,0,1,0,0,0
8858,14,100,0,0,0,0,0,2,0,1,3
8853,17,91,0,0,0,0,0,1,0,0,0
802,18,106,0,0,0,0,1,2,0,0,0
801,17,95,1,0,0,0,0,2,0,0,0
800,15,89,0,0,0,0,1,1,0,0,0
7069,12,85,0,1,0,0,0,0,0,5,1
7068,9,56,0,0,0,0,0,0,0,0,0
7067,8,50,0,0,0,0,0,0,0,0,0
7066,11,61,1,0,0,0,0,1,0,0,1
7065,13,73,0,0,0,0,0,0,0,0,0
7064,9,50,0,0,0,0,0,0,0,0,0
7063,15,80,0,0,0,0,0,1,0,0,0
7062,14,77,1,0,0,0,0,1,0,0,0
7061,11,58,1,0,0,0,0,0,0,0,0
7060,12,68,1,0,0,0,0,2,0,0,0
8855,16,82,0,0,0,0,0,0,0,0,0
804,15,81,0,0,0,0,0,6,0,0,0
6961,14,81,0,0,0,0,0,3,0,0,0
6960,16,94,0,0,0,0,0,1,0,0,0
6963,5,34,0,0,0,0,0,1,0,0,0
6962,14,79,1,0,0,0,0,1,0,0,0
6965,14,77,0,0,0,0,0,1,0,0,0
6964,12,71,0,0,0,0,0,1,0,0,0
6967,7,46,0,0,0,0,0,0,0,0,0
8159,10,71,0,0,0,0,1,0,0,0,0
8624,3,26,0,0,0,0,0,0,0,0,0
8625,12,81,0,0,0,0,0,0,0,0,0
8626,13,74,0,0,0,0,0,2,0,0,0
8155,14,78,1,0,0,0,0,0,0,0,0
8152,14,80,0,0,0,0,0,0,0,1,0
8153,6,34,0,0,0,0,0,0,0,0,0
8622,12,55,0,0,0,0,0,3,0,0,0
8151,12,67,0,0,0,0,0,1,0,0,0
9988,19,113,1,0,0,0,0,2,0,0,0
9989,11,63,0,0,0,0,0,1,0,0,0
9986,10,64,1,0,0,0,0,0,1,0,0
9987,19,111,0,0,0,0,1,0,0,0,0
9984,11,55,0,0,0,0,0,1,0,0,0
9982,11,61,0,0,0,0,0,0,0,0,0
9983,16,97,0,0,0,0,0,1,1,1,0
9980,14,85,1,0,0,0,0,4,0,0,0
9981,13,77,1,0,0,0,0,1,0,0,0
414,8,47,0,0,0,0,0,1,0,0,0
415,17,96,1,0,0,0,0,0,1,0,0
416,13,74,0,0,0,0,0,3,0,0,0
417,13,80,0,0,0,0,0,0,0,0,0
1388,16,92,0,0,0,0,0,0,1,0,0
411,18,115,3,0,0,0,0,2,0,0,0
412,11,57,0,0,0,0,0,0,0,0,0
413,17,97,0,0,0,0,0,1,0,0,0
1384,19,99,0,0,0,0,0,4,1,0,0
1385,5,31,0,0,0,0,0,1,0,0,0
1386,15,92,3,0,0,0,0,1,1,0,0
1387,14,90,0,0,0,0,0,1,0,0,0
1380,7,44,0,0,0,0,0,0,0,0,0
1381,14,83,0,0,0,0,0,0,0,0,0
1382,10,60,1,0,0,0,0,0,0,0,0
1383,14,81,0,0,0,0,0,1,0,0,0
5274,12,67,0,0,0,0,0,2,0,0,0
5275,14,82,0,0,0,0,0,2,1,0,0
2098,7,48,0,1,0,0,0,0,0,0,0
1777,10,57,0,0,0,0,0,2,0,0,0
3789,8,52,0,0,0,0,0,5,1,0,0
1776,12,67,0,0,0,0,0,1,0,0,0
5271,18,104,0,0,0,0,0,1,0,0,0
5272,6,32,0,0,0,0,0,0,0,0,0
1772,13,75,0,0,0,0,0,1,0,0,0
5420,12,74,0,0,0,0,0,0,0,0,0
5462,14,80,0,0,0,0,0,2,0,0,0
5278,11,66,0,0,0,0,0,1,0,0,0
5279,17,106,0,0,0,0,0,0,0,0,1
6688,13,78,0,0,0,0,1,1,0,0,0
6689,8,44,0,0,0,0,0,0,0,0,0
6680,11,64,0,0,0,0,0,1,0,0,0
6681,16,87,0,0,0,0,0,2,1,0,0
6682,6,34,0,0,0,0,0,0,0,0,0
6683,21,130,0,0,0,0,1,1,0,0,0
6684,12,64,0,0,0,0,0,2,1,1,0
6685,10,60,0,0,0,0,0,1,2,0,0
6686,10,56,0,0,0,0,0,1,0,0,0
6687,7,38,1,0,0,0,0,0,0,0,0
2428,21,119,0,0,0,0,0,1,1,0,0
2429,12,66,0,0,0,0,0,1,0,0,0
2420,14,81,0,0,0,0,0,1,0,0,0
2421,11,70,1,0,0,0,0,0,0,0,0
2422,18,100,0,0,0,0,0,1,0,0,0
2423,15,87,1,0,0,0,0,0,1,0,0
2424,9,53,0,0,0,0,0,2,0,0,0
2425,12,65,0,0,0,0,0,2,0,0,0
2426,9,57,1,0,0,0,0,0,0,0,0
2427,10,60,0,0,0,0,0,1,0,0,0
7848,9,51,0,0,0,0,0,1,0,0,0
7845,11,65,0,0,0,0,0,0,0,0,0
7844,9,54,1,0,0,0,1,0,0,0,0
7847,9,56,0,0,0,0,0,0,0,0,0
7846,11,67,0,0,0,0,0,1,0,0,0
7841,10,68,1,1,0,0,0,0,0,0,0
7840,10,57,0,0,0,0,0,0,2,0,0
7843,8,47,2,0,0,0,0,0,0,0,0
7842,11,58,0,0,0,0,0,1,0,0,0
6356,14,82,1,0,0,0,0,0,0,0,0
6357,13,74,0,0,0,0,0,2,3,0,0
6354,14,76,0,0,0,0,0,0,0,1,0
6355,16,80,0,0,0,0,0,1,0,1,0
6352,9,53,0,0,0,0,0,1,0,0,0
6353,17,99,0,0,0,0,0,1,0,0,0
6350,9,50,0,0,0,0,0,0,1,0,0
6351,6,37,0,0,0,0,0,0,1,0,0
6358,16,90,3,0,0,0,0,0,0,0,0
6359,10,60,0,0,0,0,0,1,0,0,0
3461,12,65,0,0,0,0,0,1,0,0,0
9616,14,82,1,0,0,0,0,2,0,0,0
9341,7,41,0,0,0,0,0,0,0,0,0
9342,14,87,4,1,0,0,0,2,0,0,0
9343,12,69,1,0,0,0,0,0,1,0,0
9344,10,61,0,0,0,0,0,1,0,0,0
9613,16,84,0,0,0,0,0,2,0,0,0
9346,10,62,1,0,0,0,0,0,0,0,0
9611,14,80,0,0,0,1,0,0,0,0,0
9348,19,99,0,0,0,0,0,1,0,0,0
9349,8,42,0,0,0,0,0,0,0,0,0
9618,7,41,0,0,0,0,0,0,1,0,0
9619,9,49,0,0,0,0,0,1,0,0,0
1814,14,82,0,0,0,0,0,1,0,1,0
1815,13,79,0,0,0,0,0,0,0,1,0
1816,20,109,0,0,0,0,0,2,2,0,0
1817,17,98,0,0,0,0,0,0,0,0,0
1810,9,51,0,0,0,0,0,1,0,0,0
1811,10,59,0,0,0,0,0,1,0,0,0
1813,12,64,0,0,0,0,0,1,0,0,0
2165,15,91,1,0,0,0,0,1,0,1,0
4953,15,83,0,0,0,0,0,1,0,0,0
8109,17,95,0,0,0,0,0,0,1,0,0
4950,19,113,0,0,0,0,1,1,0,0,0
9630,7,38,0,0,0,0,0,0,0,0,0
1609,13,77,1,0,0,0,0,0,0,0,0
1608,7,43,0,0,0,0,0,1,0,0,0
2166,15,89,0,0,0,0,0,2,0,0,0
3229,10,60,0,0,0,0,0,0,0,0,0
3228,14,79,0,0,0,0,0,1,0,0,0
1978,13,73,0,0,0,0,0,0,1,0,0
1601,8,44,0,0,0,0,0,0,0,0,0
3224,15,89,0,0,0,0,0,1,1,1,0
3227,6,45,0,0,0,0,0,0,0,0,0
1602,16,94,1,0,0,0,0,1,0,0,0
3221,13,76,0,0,0,0,0,1,0,0,0
3220,11,68,0,0,0,0,0,0,0,0,0
3223,16,93,0,0,0,0,0,1,0,0,0
1606,16,87,0,0,0,0,0,2,0,0,0
4954,14,82,0,0,0,0,0,0,1,0,0
8108,8,44,0,0,0,0,0,0,0,0,0
4955,9,65,1,0,0,0,0,0,0,0,0
2848,15,82,0,0,0,0,0,3,0,0,0
2849,10,55,0,0,0,0,0,0,0,0,0
2846,12,65,0,0,0,0,0,0,1,0,0
2847,12,79,0,0,0,0,0,0,0,0,0
2844,18,115,1,1,0,0,0,3,0,0,0
2845,10,57,0,0,0,0,0,1,0,0,0
2842,10,58,0,0,0,0,0,0,0,1,0
2843,19,112,2,0,0,0,0,0,1,1,0
2840,13,82,0,0,0,0,0,0,0,0,0
2841,18,104,0,0,0,0,1,1,0,0,0
3320,17,103,1,0,0,0,0,1,0,0,0
3321,9,54,0,0,0,0,0,1,0,0,0
5474,8,50,0,0,0,0,0,0,1,0,0
3323,11,62,0,1,0,0,0,0,0,0,0
3324,6,39,0,0,0,0,1,0,0,0,0
3325,7,42,0,0,0,0,0,0,1,0,0
3326,9,52,0,0,0,0,0,0,0,0,0
5471,11,62,0,0,0,0,0,0,0,0,0
3328,9,49,0,0,0,0,0,0,0,0,0
9632,9,62,0,0,0,0,0,0,0,0,0
5478,10,62,0,0,0,0,0,0,0,1,0
5479,17,114,0,1,0,0,0,1,0,0,1
9894,17,90,4,0,0,0,0,1,0,0,0
9895,12,74,0,0,0,0,0,0,0,0,0
326,8,52,0,0,0,0,0,0,1,0,0
9891,10,54,0,0,0,0,0,2,0,0,0
9892,10,60,0,0,0,0,0,0,0,0,0
9893,9,55,0,0,0,0,0,0,0,0,0
4586,13,73,0,0,0,0,0,1,1,0,0
5519,10,59,0,0,0,0,0,0,0,1,0
5518,7,47,2,0,0,0,0,0,0,0,0
5511,10,55,0,0,0,0,0,1,0,0,0
5510,16,95,2,0,0,0,1,2,0,0,0
5513,12,58,0,0,0,0,0,1,0,0,0
5512,14,76,0,0,0,0,0,0,1,0,0
5515,6,45,0,1,0,0,0,1,0,0,0
5514,11,62,0,0,0,0,0,1,0,0,0
5517,13,83,0,0,0,0,0,1,0,0,0
5516,12,73,0,0,0,0,0,1,0,0,0
1977,17,106,1,0,0,0,0,0,0,0,0
537,6,35,0,0,0,0,0,0,0,0,0
536,16,91,0,0,0,0,0,1,1,0,0
534,16,96,1,0,0,0,0,1,0,0,0
533,10,58,0,0,0,0,0,1,0,0,0
532,11,54,0,0,0,0,0,0,1,0,0
531,12,65,0,0,0,0,0,1,0,0,0
1558,14,78,0,0,0,0,0,1,0,0,0
539,18,102,1,0,0,0,0,0,0,0,0
538,10,61,0,0,0,0,0,1,0,0,0
1976,7,39,0,0,0,0,0,0,0,1,0
5139,11,64,0,0,0,0,0,0,0,0,0
1909,16,80,0,0,0,0,0,1,0,0,0
1906,15,85,0,0,0,0,0,1,0,0,0
3295,10,54,1,0,0,0,0,1,0,0,0
1904,5,30,0,0,0,0,0,0,0,0,0
6518,14,74,0,1,0,0,0,0,0,0,0
6519,13,78,0,0,0,0,0,1,0,0,0
3297,16,98,0,0,0,0,0,1,0,0,0
6510,7,43,0,0,0,0,0,1,0,0,0
5133,14,85,0,0,0,0,0,1,0,0,0
6512,16,94,0,0,0,0,0,1,0,0,0
6513,9,46,0,0,0,0,0,0,0,0,0
6514,11,76,0,0,0,0,0,0,0,3,0
6515,13,77,1,0,0,0,0,0,0,0,0
6517,15,101,0,0,0,0,0,2,0,0,0
3292,16,100,0,0,0,0,1,1,0,1,0
5130,16,87,0,0,0,0,0,1,0,0,0
1974,13,83,1,0,0,0,0,1,0,0,0
3812,10,56,0,0,0,0,0,0,0,0,0
3813,13,76,0,0,0,0,0,0,0,0,0
3811,10,58,0,0,0,0,0,1,0,0,0
3816,12,63,0,0,0,0,0,2,0,0,0
3817,16,95,0,0,0,0,0,1,0,0,0
3814,15,102,0,0,0,0,0,0,0,1,3
3815,15,84,0,0,0,0,0,1,0,0,0
3818,14,73,0,0,0,0,0,1,1,0,0
3819,15,93,1,0,0,0,0,1,0,0,0
8457,19,105,0,0,0,0,0,1,1,0,0
8456,14,82,0,0,0,0,0,0,1,1,0
8455,9,66,0,0,0,0,0,0,0,0,2
8454,22,135,4,0,0,0,2,2,0,1,0
8452,18,101,0,0,0,0,1,2,0,0,0
8451,14,86,0,0,0,0,0,0,0,2,0
8450,13,81,0,0,0,0,0,1,0,1,0
8459,13,68,0,0,0,0,0,0,0,1,0
8458,15,86,0,0,0,0,0,1,2,0,0
7548,17,90,0,0,0,0,0,2,3,0,0
7549,16,92,0,0,0,0,0,1,0,0,0
7540,11,64,0,0,0,0,0,1,0,0,0
7541,6,62,0,0,0,0,0,2,0,0,0
7542,8,45,0,0,0,0,0,0,1,0,0
7543,18,106,12,2,0,0,0,2,0,0,0
7544,17,105,2,0,0,0,0,1,0,0,0
7545,17,94,0,0,0,0,0,1,0,0,0
7546,21,122,0,0,0,0,0,1,0,0,0
7547,12,66,0,0,0,0,0,0,0,0,0
6169,17,103,1,0,0,0,0,2,1,0,0
6168,15,94,3,0,0,0,0,1,0,0,0
6161,16,85,1,0,0,0,0,3,0,0,0
6160,14,76,0,0,0,0,0,0,1,0,0
6163,11,62,0,0,0,0,0,1,0,0,0
6162,11,61,0,0,0,0,0,1,0,1,0
6165,16,102,0,0,0,0,0,1,1,1,0
6164,15,89,0,0,0,0,0,1,0,0,0
6167,11,58,0,0,0,0,0,0,0,0,0
6166,14,80,0,0,0,0,0,1,0,0,0
2213,12,73,0,0,0,0,0,1,0,0,0
2212,14,78,0,0,0,0,0,1,0,0,0
2211,12,69,0,0,0,0,0,1,0,0,0
2210,14,90,1,0,0,0,0,0,0,0,0
2217,15,102,0,1,0,0,1,2,0,0,0
2215,12,69,0,1,0,1,0,0,0,0,0
2214,8,48,0,0,0,0,0,1,0,0,0
2219,11,62,0,0,0,0,0,0,1,0,0
2218,7,47,0,0,0,0,0,0,0,0,0
5602,15,85,0,0,0,0,1,1,0,0,0
4518,12,70,0,0,0,0,0,0,0,0,0
4519,9,47,0,0,0,0,0,1,0,0,0
4512,14,82,0,0,0,0,0,0,1,0,0
4513,11,69,0,0,0,0,0,0,0,0,0
4510,5,28,0,0,0,0,0,0,0,0,0
4516,7,45,0,0,0,0,0,0,0,0,0
4514,14,92,0,1,0,0,0,2,0,0,0
4515,8,45,0,0,0,0,0,0,0,0,0
9429,15,92,0,0,0,0,0,1,0,0,0
9428,13,72,0,0,0,0,0,0,1,0,0
9421,9,52,0,0,0,0,0,1,1,1,0
9423,15,90,1,0,0,0,0,0,0,0,0
9422,9,56,0,0,0,0,0,1,0,0,0
9425,16,86,0,0,0,0,0,2,0,0,0
9424,14,84,0,1,0,0,0,0,0,0,0
9427,8,47,0,0,0,0,0,1,0,0,0
9426,16,94,2,0,0,0,0,2,1,0,0
5289,11,66,2,1,0,0,0,1,0,0,0
5288,8,53,1,0,0,0,0,0,0,0,0
5281,18,111,0,0,0,0,0,1,0,1,0
5280,10,60,1,0,0,0,0,0,0,0,0
5283,10,56,0,0,0,0,0,0,0,0,0
5282,5,31,0,0,0,0,0,0,0,0,0
5285,12,72,0,0,0,0,0,1,0,0,0
5284,22,121,3,0,0,0,0,2,1,0,0
5287,13,65,0,0,0,0,0,2,0,0,0
5286,14,83,1,0,0,0,0,1,0,0,0
7001,12,66,0,0,0,0,0,1,0,0,0
7000,12,67,0,0,0,0,0,1,0,0,0
6406,9,57,0,0,0,0,0,0,0,1,0
7003,9,55,0,0,0,0,0,0,0,0,0
7302,11,64,0,0,0,0,0,1,0,0,0
7303,13,85,2,0,0,0,0,0,0,0,0
7300,9,61,2,0,0,0,0,2,0,0,0
7301,17,102,1,0,0,0,0,1,0,0,0
9289,14,96,0,0,0,0,0,0,0,0,2
9288,17,94,1,0,0,0,1,0,0,0,0
7304,14,82,0,0,0,0,0,1,0,0,0
7305,13,78,1,0,0,0,0,1,0,0,0
9285,16,94,0,1,0,0,0,0,1,0,0
7005,17,98,0,0,0,0,0,0,0,0,0
9287,13,86,0,0,0,0,0,0,0,0,0
9286,14,84,3,0,0,0,0,1,0,1,0
9281,10,71,0,0,0,0,0,1,0,0,0
9280,9,64,8,0,0,0,1,1,0,0,0
9283,6,36,0,0,0,0,0,1,0,0,0
9282,12,72,0,0,0,0,0,2,0,0,0
9023,14,85,0,1,0,0,0,0,0,0,0
9022,16,86,0,0,0,0,0,1,1,0,0
9490,14,83,0,0,0,0,0,2,0,0,0
7045,8,52,0,0,0,0,0,1,0,0,0
7044,15,84,1,0,0,0,0,1,0,0,0
7047,7,45,0,0,0,0,0,2,0,0,0
7046,13,79,2,0,0,0,0,2,1,0,0
7041,12,74,3,0,0,0,0,0,0,0,0
7040,6,33,2,0,0,0,0,2,0,0,0
7043,7,49,0,0,0,0,0,0,0,0,0
7042,13,80,1,0,0,0,0,0,0,0,0
7049,12,74,0,0,0,0,0,0,0,0,0
7048,14,82,0,0,0,0,0,0,0,0,0
8022,14,81,0,0,0,0,0,2,1,0,0
8608,10,65,1,0,0,0,0,0,0,0,0
6989,8,45,0,0,0,0,0,0,0,0,0
6988,6,43,1,0,0,0,0,0,0,0,0
8602,19,106,0,0,0,0,0,2,0,1,0
6986,18,101,2,0,0,0,0,1,0,0,0
8600,11,58,0,0,0,0,0,0,0,0,0
8601,13,78,0,0,0,0,0,3,1,0,0
6983,15,89,0,0,0,0,0,2,0,0,0
8607,9,50,0,0,0,0,0,0,0,0,0
6981,19,103,0,0,0,0,0,2,0,0,0
8605,6,31,0,0,0,0,0,0,0,0,0
9109,14,101,1,0,0,0,0,5,1,0,0
2989,13,81,1,1,0,0,0,1,0,0,0
2988,15,82,1,0,0,0,0,1,1,0,0
2983,7,47,0,0,0,0,0,0,0,0,0
2982,7,41,0,0,0,0,0,2,0,0,0
2981,14,84,0,0,0,0,0,1,1,0,0
2980,16,92,1,0,0,0,0,1,0,0,0
2987,15,88,1,0,0,0,0,1,0,0,0
2986,19,113,0,1,0,0,0,2,0,0,0
2985,11,68,0,0,0,0,0,0,1,0,0
2984,13,70,0,0,0,0,0,0,0,0,0
9106,11,64,0,0,0,0,0,1,2,0,0
1019,12,70,0,0,0,0,0,1,0,0,0
1014,9,53,0,0,0,0,0,0,0,0,0
1015,12,73,0,0,0,0,0,1,0,0,0
1016,8,50,0,0,0,0,0,0,0,0,0
1017,9,60,0,0,0,0,0,0,0,0,0
1011,13,81,1,0,0,0,0,0,1,0,0
1012,9,58,0,0,0,0,0,0,0,0,0
1013,21,117,2,0,0,0,0,1,1,0,0
9107,12,62,0,0,0,0,0,0,0,0,0
4358,22,115,0,1,0,0,0,3,0,0,0
4359,9,55,0,0,0,0,1,0,1,0,0
4354,12,76,0,0,0,0,0,0,0,2,1
4355,16,98,0,0,0,0,0,1,0,0,0
4356,8,56,0,0,0,0,0,0,0,0,5
4357,13,101,1,0,0,0,0,0,0,0,1
4350,19,111,0,0,0,0,0,1,0,1,0
4351,4,26,0,0,0,0,0,0,0,0,0
4352,10,62,0,0,0,0,0,0,0,0,1
4353,18,99,0,0,0,0,0,1,0,1,0
438,14,80,0,0,0,0,0,1,0,1,0
439,9,49,0,0,0,0,0,0,0,1,0
436,14,82,0,0,0,0,0,1,0,1,0
437,7,49,0,0,0,0,0,0,0,0,0
434,4,21,0,0,0,0,0,0,0,0,0
435,15,86,0,0,0,0,0,2,1,0,0
432,9,52,0,0,0,0,0,0,1,0,0
433,7,40,0,0,0,0,0,3,1,0,0
430,12,71,0,0,0,0,0,1,0,1,0
431,16,102,0,1,0,0,0,0,0,0,0
717,17,95,0,0,0,0,0,1,0,0,0
5708,13,77,1,0,0,0,0,0,0,0,0
5709,18,101,0,0,0,0,0,1,0,0,0
5704,14,74,0,0,0,0,0,0,0,0,0
5705,18,89,0,0,0,0,0,1,0,0,0
5707,16,88,0,0,0,0,0,2,0,0,0
5700,11,62,0,0,0,0,0,1,0,0,0
5702,12,72,0,0,0,0,0,1,0,0,0
5703,18,95,0,0,0,0,0,3,0,0,0
1434,12,64,0,0,0,0,0,0,0,0,0
9101,7,38,0,0,0,0,0,1,0,0,0
1050,12,68,0,0,0,0,0,1,0,0,0
5356,7,46,0,0,0,0,0,0,0,0,0
1052,15,88,0,0,0,0,0,1,0,0,0
2469,9,57,0,0,0,0,0,1,0,0,0
1430,16,100,0,0,0,0,0,2,0,1,0
7829,15,79,0,0,0,0,0,1,0,0,0
7828,14,77,3,0,0,0,0,1,0,0,0
7823,16,91,0,0,0,0,0,0,1,0,0
5353,19,104,2,0,0,0,1,1,0,0,0
7821,6,38,0,0,0,0,0,0,0,0,0
7820,12,72,0,0,0,0,0,1,0,0,0
7827,12,91,1,0,0,0,0,3,0,0,0
7826,11,61,0,0,0,0,0,1,0,0,0
7825,17,87,0,0,0,0,0,1,0,0,0
7824,17,93,0,0,0,0,0,1,0,1,0
5351,14,77,0,0,0,0,0,1,0,0,0
5350,13,68,0,0,0,0,0,1,0,0,0
1431,12,61,0,0,0,0,0,0,1,0,0
9368,10,52,0,0,0,0,0,0,1,0,0
9369,15,90,0,0,0,0,0,2,0,0,0
9366,13,73,0,0,0,0,0,1,0,0,0
9367,17,95,0,0,0,0,0,1,0,0,0
9364,8,42,0,0,0,0,0,0,0,0,0
9365,19,105,1,0,0,0,1,0,0,0,0
9362,19,110,1,0,0,0,0,2,0,0,0
9363,15,91,1,0,0,0,0,0,0,1,0
9360,8,67,1,0,0,0,0,2,1,0,0
9361,8,49,0,0,0,0,0,1,0,0,0
8984,15,89,0,0,0,0,0,1,0,0,0
8987,19,99,1,0,0,0,0,0,0,1,0
8986,11,68,0,0,0,0,0,0,1,0,1
8981,15,87,0,0,0,0,0,0,1,0,0
8980,12,67,0,0,0,0,0,0,0,0,0
8983,15,87,0,0,0,0,0,2,0,0,0
8982,9,48,0,0,0,0,0,0,0,0,0
8989,7,35,0,0,0,0,0,0,0,1,0
8988,14,79,0,0,0,0,0,2,0,0,0
1832,16,91,0,0,0,0,0,1,0,0,0
1833,10,68,0,0,0,0,0,1,0,0,0
1830,19,99,0,0,0,0,0,1,0,0,0
1831,14,91,0,0,0,0,0,1,0,0,0
1836,16,92,0,0,0,0,0,2,0,0,0
1837,16,91,0,0,0,0,0,2,0,0,0
1834,9,62,1,0,0,0,0,0,0,0,0
1835,19,115,0,0,0,0,0,1,0,0,0
3794,12,81,1,1,0,0,0,0,0,1,0
1838,13,71,0,0,0,0,0,1,0,1,0
3796,13,75,0,0,0,0,0,0,0,0,0
3791,11,60,0,0,0,0,0,1,0,0,0
3790,14,78,0,0,0,0,0,1,1,0,0
3793,9,49,0,0,0,0,0,1,0,0,0
3792,10,63,0,0,0,0,0,0,0,0,0
2154,11,60,1,0,0,0,0,0,1,0,0
2407,18,101,3,0,0,0,0,0,0,0,0
2156,11,69,1,0,0,0,0,0,0,0,0
2405,15,88,0,0,0,0,0,0,1,0,0
4985,15,88,0,0,0,0,0,0,0,0,0
2151,7,42,0,0,0,0,0,0,0,0,0
2152,14,85,0,0,0,0,0,1,0,1,0
2153,19,107,0,0,0,0,1,0,0,1,0
4988,10,55,1,0,0,0,0,0,0,0,0
2158,8,52,0,0,0,0,0,1,2,0,0
2159,20,113,1,0,0,0,0,2,0,0,0
2408,10,64,0,0,0,0,0,0,0,0,0
2409,6,34,0,0,0,0,0,0,0,0,0
1955,11,58,0,0,0,0,0,0,0,0,0
1991,15,83,0,0,0,0,0,1,0,0,0
1957,13,72,0,0,0,0,0,2,1,0,0
1956,12,65,0,0,0,0,0,1,0,0,0
1951,14,79,0,0,0,0,0,0,1,0,0
1950,7,42,0,0,0,0,0,0,0,0,0
1953,12,68,0,0,0,0,0,1,1,0,0
1952,13,73,0,0,0,0,0,2,0,0,0
1959,17,102,0,0,0,0,0,1,0,0,0
1958,14,75,0,0,0,0,0,1,0,0,0
3249,14,83,0,0,0,0,0,2,0,0,0
3248,15,83,0,0,0,0,0,0,2,0,0
3243,9,50,0,0,0,0,0,1,0,0,0
3242,16,88,0,0,0,0,0,3,0,0,0
3241,9,58,0,0,0,0,0,0,0,0,0
3240,17,103,3,0,0,0,0,1,1,0,0
3247,9,46,0,0,0,0,0,0,0,0,0
3246,17,97,0,0,0,0,0,1,0,0,0
3245,9,54,0,0,0,0,0,0,0,0,0
3244,6,31,0,0,0,0,0,1,0,0,0
1993,9,46,0,0,0,0,0,1,0,0,0
1483,18,102,1,0,0,0,0,2,1,0,0
1482,19,107,1,0,0,0,0,1,0,0,0
1481,13,77,0,0,0,0,1,0,0,2,0
1480,15,88,0,0,0,0,0,0,1,0,0
5498,21,114,2,0,0,0,0,0,0,0,2
1486,13,76,0,0,0,0,0,1,0,0,0
3308,16,93,0,0,0,0,0,1,0,0,0
3309,15,98,0,1,0,0,0,1,0,0,0
5494,11,60,0,0,0,0,0,1,0,0,0
5495,12,72,0,0,0,0,0,0,0,0,0
5496,12,75,1,1,0,0,0,0,0,1,0
1488,7,38,0,0,0,0,0,1,0,0,0
5490,8,53,0,0,0,0,0,1,0,0,0
3303,9,49,0,0,0,0,0,1,0,0,0
5492,11,64,0,0,0,0,0,0,1,1,0
3301,8,48,0,0,0,0,0,1,0,0,0
1992,16,95,0,0,0,0,0,1,0,0,0
1270,12,69,0,0,0,0,0,1,0,0,0
1271,17,92,0,0,0,0,0,1,0,0,0
611,5,42,0,0,0,0,0,0,0,0,0
1995,10,59,0,0,0,1,0,1,0,0,0
1275,11,64,0,0,0,0,0,1,0,0,0
1276,16,87,0,0,0,0,0,2,0,1,0
2061,15,96,0,0,0,0,0,1,0,0,0
2062,17,90,0,0,0,0,0,0,0,0,0
2063,13,76,0,0,0,0,0,0,0,0,0
2796,13,74,0,0,0,0,0,2,0,0,0
2797,14,85,0,0,0,0,0,1,0,0,0
519,13,76,0,0,0,0,0,0,0,0,0
518,16,88,1,0,0,0,0,0,2,1,0
2066,14,79,0,0,0,0,0,1,0,0,0
510,8,49,0,0,0,0,0,0,0,0,1
513,17,101,0,0,0,0,0,1,0,0,0
2795,6,38,0,0,0,0,0,0,0,0,0
515,19,107,0,0,0,0,1,1,0,0,0
514,13,77,0,0,0,0,0,0,0,0,0
516,18,101,0,0,0,0,0,0,0,0,0
623,12,68,0,0,0,0,0,1,0,0,0
622,16,95,0,0,0,0,0,1,0,0,0
1225,13,65,0,0,0,0,0,0,0,0,0
1224,13,72,0,0,0,0,0,0,0,0,0
1223,13,75,0,0,0,0,0,1,0,0,0
1222,5,31,0,0,0,0,0,1,0,0,0
1221,19,103,0,0,0,0,0,1,0,0,0
1220,10,66,0,0,0,0,0,0,0,0,0
4142,18,117,1,1,0,0,0,0,0,0,0
629,12,72,0,0,0,0,0,1,0,0,0
628,14,74,0,0,0,0,0,0,0,0,0
1229,19,116,0,0,0,0,0,0,0,0,0
1228,16,85,0,0,0,0,0,2,0,0,0
8291,12,63,0,0,0,0,0,0,0,0,0
6537,17,95,0,0,0,0,0,1,0,0,0
8293,5,29,0,0,0,0,0,0,0,0,0
6535,15,94,0,0,0,0,0,7,0,0,0
8295,9,54,0,0,0,0,0,0,0,0,0
8294,21,127,5,0,0,0,0,3,0,0,0
8297,14,93,2,0,0,0,1,1,0,0,0
8296,16,95,2,0,0,0,0,3,0,0,0
8299,9,54,0,0,0,0,0,1,0,0,0
8298,17,93,1,0,0,0,0,2,0,0,0
8792,15,93,1,0,0,0,1,1,0,0,0
6538,14,79,0,0,0,0,0,1,0,0,0
6539,18,105,0,0,0,0,0,1,0,0,0
8793,11,63,0,0,0,0,0,1,0,0,0
8246,13,66,3,0,0,0,1,0,0,0,0
